from_node_id,to_node_id,total_link_volume,volume_over_capacity_ratio,speed,travel_time
547,1,0.000,0.000,17.266,3.000
547,548,0.000,0.000,80.268,1.000
547,549,0.000,0.000,142.926,1.000
547,621,0.000,0.000,47.508,2.000
548,2,0.000,0.000,25.899,2.000
548,547,0.000,0.000,80.268,1.000
548,550,0.000,0.000,163.680,1.000
548,552,0.000,0.000,48.708,3.000
548,618,0.000,0.000,58.590,2.000
549,3,0.000,0.000,25.899,2.000
549,547,0.000,0.000,142.926,1.000
549,550,0.000,0.000,47.226,2.000
549,551,0.000,0.000,93.312,2.000
550,4,0.000,0.000,17.266,3.000
550,548,0.000,0.000,163.680,1.000
550,549,0.000,0.000,31.484,3.000
550,551,0.000,0.000,85.560,2.000
550,552,0.000,0.000,65.312,3.000
550,553,0.000,0.000,36.924,3.000
550,560,0.000,0.000,78.585,2.000
551,5,0.000,0.000,17.266,3.000
551,495,0.000,0.000,196.176,1.000
551,549,0.000,0.000,62.208,3.000
551,550,0.000,0.000,57.040,3.000
551,563,0.000,0.000,44.408,3.000
552,6,0.000,0.000,25.899,2.000
552,435,0.000,0.000,78.582,1.000
552,548,0.000,0.000,146.124,1.000
552,550,0.000,0.000,97.968,2.000
552,553,0.000,0.000,44.224,3.000
552,618,0.000,0.000,79.536,2.000
552,619,0.000,0.000,61.740,3.000
553,7,0.000,0.000,17.266,3.000
553,496,0.000,0.000,88.146,1.000
553,550,0.000,0.000,110.772,1.000
553,552,0.000,0.000,66.336,2.000
553,560,0.000,0.000,64.854,2.000
554,8,0.000,0.000,25.899,2.000
554,435,0.000,0.000,105.636,1.000
554,437,0.000,0.000,31.110,2.000
554,614,0.000,0.000,181.458,1.000
554,619,0.000,0.000,55.974,3.000
554,622,0.000,0.000,74.650,3.000
554,625,0.000,0.000,27.663,4.000
555,9,0.000,0.000,25.899,2.000
555,556,0.000,0.000,183.804,1.000
555,622,0.000,0.000,62.708,3.000
555,624,0.000,0.000,32.232,3.000
555,625,0.000,0.000,33.144,2.000
556,10,0.000,0.000,51.798,1.000
556,437,0.000,0.000,199.296,1.000
556,496,0.000,0.000,19.672,3.000
556,555,0.000,0.000,183.804,1.000
556,557,0.000,0.000,57.392,3.000
556,560,0.000,0.000,52.672,3.000
556,624,0.000,0.000,77.044,3.000
557,11,0.000,0.000,12.950,4.000
557,490,0.000,0.000,146.124,1.000
557,556,0.000,0.000,86.088,2.000
557,558,0.000,0.000,37.324,3.000
557,559,0.000,0.000,80.892,2.000
557,624,0.000,0.000,88.994,3.000
557,630,0.000,0.000,25.767,4.000
558,12,0.000,0.000,25.899,2.000
558,491,0.000,0.000,140.802,1.000
558,557,0.000,0.000,55.986,2.000
558,560,0.000,0.000,59.610,2.000
558,561,0.000,0.000,69.636,2.000
559,13,0.000,0.000,25.899,2.000
559,491,0.000,0.000,44.226,1.000
559,557,0.000,0.000,161.784,1.000
559,562,0.000,0.000,52.686,3.000
559,566,0.000,0.000,42.770,3.000
559,631,0.000,0.000,97.968,2.000
560,14,0.000,0.000,17.266,3.000
560,495,0.000,0.000,36.780,1.000
560,550,0.000,0.000,157.170,1.000
560,553,0.000,0.000,43.236,3.000
560,556,0.000,0.000,79.008,2.000
560,558,0.000,0.000,39.740,3.000
560,561,0.000,0.000,73.770,2.000
561,15,0.000,0.000,25.899,2.000
561,492,0.000,0.000,131.814,1.000
561,494,0.000,0.000,20.214,2.000
561,558,0.000,0.000,139.272,1.000
561,560,0.000,0.000,73.770,2.000
562,16,0.000,0.000,25.899,2.000
562,492,0.000,0.000,44.226,1.000
562,493,0.000,0.000,34.530,1.000
562,559,0.000,0.000,158.058,1.000
562,563,0.000,0.000,47.518,3.000
562,567,0.000,0.000,44.073,2.000
563,17,0.000,0.000,51.798,1.000
563,494,0.000,0.000,132.270,1.000
563,551,0.000,0.000,66.612,2.000
563,562,0.000,0.000,71.277,2.000
563,564,0.000,0.000,45.273,2.000
564,18,0.000,0.000,25.899,2.000
564,493,0.000,0.000,109.680,1.000
564,563,0.000,0.000,45.273,2.000
564,565,0.000,0.000,44.526,2.000
565,19,0.000,0.000,51.798,1.000
565,564,0.000,0.000,89.052,1.000
565,568,0.000,0.000,92.154,1.000
565,569,0.000,0.000,91.170,2.000
566,20,0.000,0.000,17.266,3.000
566,500,0.000,0.000,92.592,1.000
566,559,0.000,0.000,64.155,2.000
566,567,0.000,0.000,76.467,2.000
566,631,0.000,0.000,57.806,3.000
567,21,0.000,0.000,17.266,3.000
567,499,0.000,0.000,91.500,1.000
567,562,0.000,0.000,44.073,2.000
567,566,0.000,0.000,152.934,1.000
568,22,0.000,0.000,17.266,3.000
568,533,0.000,0.000,89.352,1.000
568,565,0.000,0.000,92.154,1.000
568,574,0.000,0.000,61.734,2.000
569,23,0.000,0.000,25.899,2.000
569,499,0.000,0.000,62.970,1.000
569,532,0.000,0.000,87.306,1.000
569,533,0.000,0.000,51.240,1.000
569,565,0.000,0.000,182.340,1.000
569,570,0.000,0.000,52.814,3.000
569,572,0.000,0.000,74.370,3.000
569,573,0.000,0.000,45.833,4.000
570,24,0.000,0.000,17.266,3.000
570,500,0.000,0.000,40.260,1.000
570,569,0.000,0.000,158.442,1.000
570,571,0.000,0.000,70.062,3.000
570,572,0.000,0.000,37.616,4.000
571,25,0.000,0.000,17.266,3.000
571,501,0.000,0.000,67.488,1.000
571,570,0.000,0.000,210.186,1.000
571,572,0.000,0.000,46.332,4.000
571,631,0.000,0.000,76.946,3.000
571,632,0.000,0.000,48.391,4.000
571,634,0.000,0.000,75.462,3.000
571,637,0.000,0.000,32.142,4.000
572,26,0.000,0.000,25.899,2.000
572,569,0.000,0.000,223.110,1.000
572,570,0.000,0.000,37.616,4.000
572,571,0.000,0.000,61.776,3.000
572,573,0.000,0.000,52.686,3.000
572,576,0.000,0.000,47.596,3.000
572,637,0.000,0.000,108.852,2.000
573,27,0.000,0.000,12.950,4.000
573,528,0.000,0.000,143.490,1.000
573,531,0.000,0.000,22.338,2.000
573,569,0.000,0.000,183.330,1.000
573,572,0.000,0.000,52.686,3.000
573,577,0.000,0.000,58.762,3.000
574,28,0.000,0.000,17.266,3.000
574,531,0.000,0.000,134.976,1.000
574,532,0.000,0.000,51.273,2.000
574,568,0.000,0.000,61.734,2.000
574,575,0.000,0.000,87.936,2.000
575,29,0.000,0.000,17.266,3.000
575,528,0.000,0.000,68.766,1.000
575,530,0.000,0.000,150.906,1.000
575,574,0.000,0.000,58.624,3.000
575,580,0.000,0.000,73.088,3.000
575,581,0.000,0.000,39.355,4.000
576,30,0.000,0.000,17.266,3.000
576,572,0.000,0.000,142.788,1.000
576,577,0.000,0.000,91.005,2.000
576,578,0.000,0.000,68.852,3.000
576,637,0.000,0.000,65.108,3.000
576,643,0.000,0.000,33.142,3.000
577,31,0.000,0.000,25.899,2.000
577,530,0.000,0.000,49.104,1.000
577,545,0.000,0.000,110.106,1.000
577,573,0.000,0.000,88.143,2.000
577,576,0.000,0.000,60.670,3.000
577,578,0.000,0.000,50.242,3.000
578,32,0.000,0.000,17.266,3.000
578,507,0.000,0.000,309.396,1.000
578,524,0.000,0.000,32.948,5.000
578,576,0.000,0.000,68.852,3.000
578,577,0.000,0.000,50.242,3.000
578,579,0.000,0.000,70.380,3.000
578,580,0.000,0.000,45.759,4.000
578,643,0.000,0.000,46.376,3.000
578,645,0.000,0.000,94.470,2.000
579,33,0.000,0.000,17.266,3.000
579,578,0.000,0.000,211.140,1.000
579,580,0.000,0.000,38.441,4.000
579,582,0.000,0.000,68.374,3.000
579,647,0.000,0.000,45.338,3.000
579,656,0.000,0.000,104.760,2.000
580,34,0.000,0.000,17.266,3.000
580,545,0.000,0.000,66.288,1.000
580,575,0.000,0.000,219.264,1.000
580,578,0.000,0.000,45.759,4.000
580,579,0.000,0.000,51.254,3.000
580,581,0.000,0.000,73.088,3.000
580,582,0.000,0.000,54.426,4.000
581,35,0.000,0.000,12.950,4.000
581,575,0.000,0.000,157.422,1.000
581,580,0.000,0.000,73.088,3.000
581,582,0.000,0.000,54.969,4.000
582,36,0.000,0.000,12.950,4.000
582,541,0.000,0.000,174.804,1.000
582,579,0.000,0.000,68.374,3.000
582,580,0.000,0.000,72.568,3.000
582,581,0.000,0.000,54.969,4.000
582,660,0.000,0.000,61.078,4.000
583,37,0.000,0.000,12.950,4.000
583,540,0.000,0.000,44.526,1.000
584,38,0.000,0.000,51.798,1.000
584,394,0.000,0.000,286.344,1.000
584,395,0.000,0.000,46.487,5.000
584,586,0.000,0.000,66.267,4.000
584,588,0.000,0.000,68.325,4.000
584,605,0.000,0.000,62.969,5.000
584,710,0.000,0.000,56.512,5.000
584,712,0.000,0.000,56.483,5.000
584,768,0.000,0.000,71.740,5.000
584,808,0.000,0.000,62.700,6.000
585,39,0.000,0.000,8.633,6.000
585,401,0.000,0.000,60.030,1.000
585,586,0.000,0.000,183.000,1.000
585,587,0.000,0.000,58.560,3.000
585,771,0.000,0.000,61.000,3.000
586,40,0.000,0.000,17.266,3.000
586,584,0.000,0.000,265.068,1.000
586,585,0.000,0.000,45.750,4.000
586,588,0.000,0.000,58.572,3.000
586,772,0.000,0.000,57.354,3.000
587,41,0.000,0.000,17.266,3.000
587,400,0.000,0.000,60.582,1.000
587,585,0.000,0.000,175.680,1.000
587,588,0.000,0.000,59.780,3.000
587,592,0.000,0.000,57.392,3.000
587,604,0.000,0.000,57.844,3.000
588,42,0.000,0.000,17.266,3.000
588,397,0.000,0.000,150.060,1.000
588,584,0.000,0.000,91.100,3.000
588,586,0.000,0.000,35.143,5.000
588,587,0.000,0.000,59.780,3.000
589,43,0.000,0.000,17.266,3.000
589,590,0.000,0.000,179.376,1.000
589,591,0.000,0.000,57.340,3.000
589,594,0.000,0.000,58.572,3.000
589,775,0.000,0.000,63.440,3.000
590,44,0.000,0.000,17.266,3.000
590,401,0.000,0.000,133.224,1.000
590,589,0.000,0.000,89.688,2.000
590,592,0.000,0.000,61.012,3.000
590,776,0.000,0.000,62.220,3.000
591,45,0.000,0.000,17.266,3.000
591,441,0.000,0.000,112.272,1.000
591,589,0.000,0.000,86.010,2.000
591,592,0.000,0.000,61.048,3.000
591,608,0.000,0.000,59.892,3.000
591,613,0.000,0.000,54.560,3.000
592,46,0.000,0.000,17.266,3.000
592,587,0.000,0.000,172.176,1.000
592,590,0.000,0.000,61.012,3.000
592,591,0.000,0.000,61.048,3.000
592,608,0.000,0.000,55.238,3.000
592,609,0.000,0.000,56.292,3.000
593,47,0.000,0.000,17.266,3.000
593,429,0.000,0.000,60.030,1.000
593,431,0.000,0.000,40.920,1.000
593,594,0.000,0.000,175.680,1.000
593,595,0.000,0.000,58.572,3.000
594,48,0.000,0.000,17.266,3.000
594,427,0.000,0.000,44.676,1.000
594,589,0.000,0.000,175.716,1.000
594,593,0.000,0.000,58.560,3.000
594,596,0.000,0.000,58.560,3.000
595,49,0.000,0.000,17.266,3.000
595,432,0.000,0.000,99.966,1.000
595,593,0.000,0.000,87.858,2.000
595,596,0.000,0.000,57.340,3.000
595,612,0.000,0.000,59.568,3.000
595,617,0.000,0.000,53.472,3.000
596,50,0.000,0.000,17.266,3.000
596,441,0.000,0.000,78.582,1.000
596,594,0.000,0.000,175.680,1.000
596,595,0.000,0.000,57.340,3.000
596,612,0.000,0.000,54.026,3.000
596,613,0.000,0.000,59.568,3.000
597,51,0.000,0.000,17.266,3.000
597,431,0.000,0.000,145.710,1.000
597,599,0.000,0.000,86.958,2.000
597,778,0.000,0.000,82.718,3.000
598,52,0.000,0.000,12.950,4.000
598,599,0.000,0.000,154.458,1.000
598,616,0.000,0.000,42.298,3.000
598,620,0.000,0.000,55.749,2.000
599,53,0.000,0.000,25.899,2.000
599,432,0.000,0.000,93.810,1.000
599,597,0.000,0.000,86.958,2.000
599,598,0.000,0.000,51.486,3.000
599,616,0.000,0.000,54.628,3.000
599,617,0.000,0.000,57.354,3.000
600,54,0.000,0.000,17.266,3.000
600,395,0.000,0.000,49.782,1.000
600,601,0.000,0.000,183.144,1.000
600,602,0.000,0.000,52.460,3.000
600,605,0.000,0.000,57.354,3.000
601,55,0.000,0.000,17.266,3.000
601,394,0.000,0.000,33.744,1.000
601,600,0.000,0.000,183.144,1.000
601,603,0.000,0.000,50.020,3.000
601,716,0.000,0.000,58.560,3.000
602,56,0.000,0.000,17.266,3.000
602,600,0.000,0.000,157.380,1.000
602,603,0.000,0.000,61.000,3.000
602,607,0.000,0.000,57.456,3.000
602,671,0.000,0.000,57.392,3.000
603,57,0.000,0.000,17.266,3.000
603,601,0.000,0.000,150.060,1.000
603,602,0.000,0.000,61.000,3.000
603,672,0.000,0.000,61.012,3.000
603,718,0.000,0.000,59.830,3.000
604,58,0.000,0.000,17.266,3.000
604,397,0.000,0.000,66.288,1.000
604,399,0.000,0.000,101.958,1.000
604,587,0.000,0.000,86.766,2.000
604,605,0.000,0.000,57.392,3.000
604,606,0.000,0.000,50.020,3.000
605,59,0.000,0.000,17.266,3.000
605,584,0.000,0.000,314.844,1.000
605,600,0.000,0.000,34.412,5.000
605,604,0.000,0.000,57.392,3.000
605,607,0.000,0.000,50.020,3.000
606,60,0.000,0.000,17.266,3.000
606,403,0.000,0.000,72.186,1.000
606,604,0.000,0.000,150.060,1.000
606,607,0.000,0.000,57.392,3.000
606,675,0.000,0.000,62.268,3.000
607,61,0.000,0.000,17.266,3.000
607,602,0.000,0.000,172.368,1.000
607,605,0.000,0.000,50.020,3.000
607,606,0.000,0.000,57.392,3.000
607,676,0.000,0.000,62.220,3.000
608,62,0.000,0.000,17.266,3.000
608,537,0.000,0.000,161.580,1.000
608,591,0.000,0.000,59.892,3.000
608,592,0.000,0.000,55.238,3.000
608,609,0.000,0.000,56.134,3.000
608,613,0.000,0.000,57.354,3.000
609,63,0.000,0.000,17.266,3.000
609,399,0.000,0.000,81.840,1.000
609,400,0.000,0.000,150.462,1.000
609,592,0.000,0.000,56.292,3.000
609,608,0.000,0.000,56.134,3.000
609,611,0.000,0.000,50.034,3.000
610,64,0.000,0.000,17.266,3.000
610,537,0.000,0.000,37.326,1.000
610,611,0.000,0.000,164.742,1.000
610,615,0.000,0.000,58.674,3.000
610,679,0.000,0.000,61.012,3.000
611,65,0.000,0.000,17.266,3.000
611,403,0.000,0.000,115.740,1.000
611,609,0.000,0.000,75.051,2.000
611,610,0.000,0.000,54.914,3.000
611,680,0.000,0.000,58.572,3.000
612,66,0.000,0.000,17.266,3.000
612,440,0.000,0.000,140.280,1.000
612,595,0.000,0.000,89.352,2.000
612,596,0.000,0.000,54.026,3.000
612,614,0.000,0.000,46.360,3.000
612,617,0.000,0.000,87.858,2.000
613,67,0.000,0.000,17.266,3.000
613,440,0.000,0.000,51.762,1.000
613,591,0.000,0.000,163.680,1.000
613,596,0.000,0.000,59.568,3.000
613,608,0.000,0.000,57.354,3.000
613,615,0.000,0.000,47.596,3.000
614,68,0.000,0.000,25.899,2.000
614,439,0.000,0.000,140.280,1.000
614,554,0.000,0.000,90.729,2.000
614,612,0.000,0.000,46.360,3.000
614,619,0.000,0.000,90.339,2.000
614,622,0.000,0.000,68.254,3.000
615,69,0.000,0.000,17.266,3.000
615,439,0.000,0.000,46.584,1.000
615,536,0.000,0.000,104.868,1.000
615,610,0.000,0.000,88.011,2.000
615,613,0.000,0.000,47.596,3.000
615,622,0.000,0.000,94.470,2.000
616,70,0.000,0.000,17.266,3.000
616,433,0.000,0.000,167.964,1.000
616,598,0.000,0.000,42.298,3.000
616,599,0.000,0.000,81.942,2.000
616,618,0.000,0.000,37.898,3.000
616,620,0.000,0.000,56.760,2.000
617,71,0.000,0.000,25.899,2.000
617,433,0.000,0.000,45.858,1.000
617,595,0.000,0.000,160.416,1.000
617,599,0.000,0.000,57.354,3.000
617,612,0.000,0.000,58.572,3.000
617,619,0.000,0.000,40.278,3.000
618,72,0.000,0.000,25.899,2.000
618,434,0.000,0.000,190.212,1.000
618,548,0.000,0.000,39.060,3.000
618,552,0.000,0.000,79.536,2.000
618,616,0.000,0.000,37.898,3.000
618,621,0.000,0.000,62.595,2.000
619,73,0.000,0.000,25.899,2.000
619,434,0.000,0.000,38.214,1.000
619,552,0.000,0.000,185.220,1.000
619,554,0.000,0.000,55.974,3.000
619,614,0.000,0.000,60.226,3.000
619,617,0.000,0.000,40.278,3.000
620,74,0.000,0.000,25.899,2.000
620,598,0.000,0.000,111.498,1.000
620,616,0.000,0.000,56.760,2.000
620,621,0.000,0.000,42.090,2.000
621,75,0.000,0.000,51.798,1.000
621,547,0.000,0.000,95.016,1.000
621,618,0.000,0.000,62.595,2.000
621,620,0.000,0.000,42.090,2.000
622,76,0.000,0.000,51.798,1.000
622,540,0.000,0.000,122.760,1.000
622,554,0.000,0.000,111.975,2.000
622,555,0.000,0.000,47.031,4.000
622,614,0.000,0.000,68.254,3.000
622,615,0.000,0.000,62.980,3.000
622,623,0.000,0.000,64.568,3.000
622,625,0.000,0.000,54.806,3.000
623,77,0.000,0.000,17.266,3.000
623,622,0.000,0.000,193.704,1.000
623,624,0.000,0.000,58.876,3.000
623,627,0.000,0.000,61.012,3.000
623,681,0.000,0.000,57.548,3.000
624,78,0.000,0.000,17.266,3.000
624,555,0.000,0.000,96.696,1.000
624,556,0.000,0.000,115.566,2.000
624,557,0.000,0.000,66.745,4.000
624,623,0.000,0.000,44.157,4.000
624,626,0.000,0.000,53.804,3.000
625,79,0.000,0.000,17.266,3.000
625,554,0.000,0.000,110.652,1.000
625,555,0.000,0.000,33.144,2.000
625,622,0.000,0.000,164.418,1.000
626,80,0.000,0.000,17.266,3.000
626,485,0.000,0.000,105.378,1.000
626,624,0.000,0.000,80.706,2.000
626,627,0.000,0.000,61.012,3.000
626,630,0.000,0.000,41.498,3.000
627,81,0.000,0.000,25.899,2.000
627,484,0.000,0.000,104.166,1.000
627,486,0.000,0.000,63.102,2.000
627,623,0.000,0.000,91.518,2.000
627,626,0.000,0.000,61.012,3.000
628,82,0.000,0.000,17.266,3.000
628,485,0.000,0.000,81.840,1.000
628,629,0.000,0.000,172.368,1.000
628,631,0.000,0.000,62.220,3.000
628,632,0.000,0.000,59.892,3.000
629,83,0.000,0.000,17.266,3.000
629,479,0.000,0.000,134.280,1.000
629,484,0.000,0.000,45.861,2.000
629,628,0.000,0.000,86.184,2.000
629,633,0.000,0.000,58.610,3.000
630,84,0.000,0.000,17.266,3.000
630,489,0.000,0.000,103.518,1.000
630,557,0.000,0.000,51.534,2.000
630,626,0.000,0.000,62.247,2.000
631,85,0.000,0.000,25.899,2.000
631,489,0.000,0.000,106.140,1.000
631,490,0.000,0.000,35.955,2.000
631,559,0.000,0.000,195.936,1.000
631,566,0.000,0.000,57.806,3.000
631,571,0.000,0.000,76.946,3.000
631,628,0.000,0.000,46.665,4.000
631,636,0.000,0.000,43.988,3.000
632,86,0.000,0.000,25.899,2.000
632,502,0.000,0.000,98.550,1.000
632,571,0.000,0.000,96.783,2.000
632,628,0.000,0.000,59.892,3.000
632,633,0.000,0.000,58.610,3.000
632,636,0.000,0.000,58.318,3.000
633,87,0.000,0.000,17.266,3.000
633,478,0.000,0.000,118.260,1.000
633,503,0.000,0.000,91.518,2.000
633,629,0.000,0.000,58.610,3.000
633,632,0.000,0.000,58.610,3.000
634,88,0.000,0.000,17.266,3.000
634,502,0.000,0.000,95.160,1.000
634,505,0.000,0.000,53.823,2.000
634,571,0.000,0.000,113.193,2.000
634,635,0.000,0.000,43.958,4.000
634,637,0.000,0.000,58.560,3.000
635,89,0.000,0.000,17.266,3.000
635,504,0.000,0.000,42.684,1.000
635,634,0.000,0.000,175.830,1.000
635,640,0.000,0.000,58.610,3.000
635,705,0.000,0.000,58.560,3.000
636,90,0.000,0.000,17.266,3.000
636,501,0.000,0.000,64.026,1.000
636,631,0.000,0.000,131.964,1.000
636,632,0.000,0.000,87.477,2.000
637,91,0.000,0.000,17.266,3.000
637,571,0.000,0.000,128.568,1.000
637,572,0.000,0.000,108.852,2.000
637,576,0.000,0.000,48.831,4.000
637,634,0.000,0.000,58.560,3.000
637,644,0.000,0.000,57.392,3.000
638,92,0.000,0.000,17.266,3.000
638,640,0.000,0.000,328.710,1.000
638,642,0.000,0.000,53.681,5.000
638,707,0.000,0.000,48.633,4.000
638,815,0.000,0.000,87.848,3.000
638,825,0.000,0.000,45.512,4.000
638,826,0.000,0.000,60.016,3.000
639,93,0.000,0.000,17.266,3.000
639,505,0.000,0.000,83.538,1.000
639,506,0.000,0.000,51.762,1.000
639,640,0.000,0.000,175.830,1.000
639,641,0.000,0.000,61.012,3.000
640,94,0.000,0.000,17.266,3.000
640,635,0.000,0.000,175.830,1.000
640,638,0.000,0.000,109.570,3.000
640,639,0.000,0.000,35.166,5.000
640,642,0.000,0.000,58.610,3.000
641,95,0.000,0.000,17.266,3.000
641,639,0.000,0.000,183.036,1.000
641,642,0.000,0.000,57.340,3.000
641,646,0.000,0.000,58.610,3.000
641,648,0.000,0.000,59.792,3.000
642,96,0.000,0.000,17.266,3.000
642,638,0.000,0.000,268.404,1.000
642,640,0.000,0.000,43.958,4.000
642,641,0.000,0.000,57.340,3.000
642,649,0.000,0.000,61.048,3.000
643,97,0.000,0.000,17.266,3.000
643,576,0.000,0.000,99.426,1.000
643,578,0.000,0.000,69.564,2.000
643,644,0.000,0.000,87.246,2.000
644,98,0.000,0.000,17.266,3.000
644,506,0.000,0.000,144.792,1.000
644,637,0.000,0.000,86.088,2.000
644,643,0.000,0.000,58.164,3.000
644,646,0.000,0.000,59.792,3.000
645,99,0.000,0.000,17.266,3.000
645,578,0.000,0.000,188.940,1.000
645,646,0.000,0.000,61.980,3.000
645,647,0.000,0.000,50.154,3.000
645,652,0.000,0.000,47.642,3.000
646,100,0.000,0.000,25.899,2.000
646,507,0.000,0.000,16.368,1.000
646,641,0.000,0.000,214.846,0.818
646,644,0.000,0.000,59.792,3.000
646,645,0.000,0.000,61.980,3.000
646,653,0.000,0.000,58.610,3.000
647,101,0.000,0.000,17.266,3.000
647,524,0.000,0.000,48.138,1.000
647,579,0.000,0.000,136.014,1.000
647,645,0.000,0.000,75.231,2.000
647,657,0.000,0.000,43.596,3.000
648,102,0.000,0.000,25.899,2.000
648,641,0.000,0.000,179.376,1.000
648,649,0.000,0.000,56.134,3.000
648,650,0.000,0.000,58.674,3.000
648,653,0.000,0.000,59.892,3.000
649,103,0.000,0.000,17.266,3.000
649,642,0.000,0.000,183.144,1.000
649,648,0.000,0.000,56.134,3.000
649,651,0.000,0.000,58.572,3.000
649,825,0.000,0.000,61.000,3.000
650,104,0.000,0.000,17.266,3.000
650,453,0.000,0.000,157.212,1.000
650,648,0.000,0.000,58.674,3.000
650,651,0.000,0.000,61.012,3.000
650,655,0.000,0.000,58.560,3.000
651,105,0.000,0.000,17.266,3.000
651,649,0.000,0.000,175.716,1.000
651,650,0.000,0.000,61.012,3.000
651,827,0.000,0.000,58.610,3.000
651,842,0.000,0.000,58.674,3.000
652,106,0.000,0.000,17.266,3.000
652,452,0.000,0.000,129.708,1.000
652,525,0.000,0.000,32.013,2.000
652,645,0.000,0.000,142.926,1.000
652,653,0.000,0.000,91.500,2.000
653,107,0.000,0.000,17.266,3.000
653,646,0.000,0.000,175.830,1.000
653,648,0.000,0.000,59.892,3.000
653,652,0.000,0.000,61.000,3.000
653,655,0.000,0.000,62.268,3.000
654,108,0.000,0.000,17.266,3.000
654,451,0.000,0.000,120.390,1.000
654,452,0.000,0.000,34.041,2.000
654,659,0.000,0.000,183.036,1.000
654,662,0.000,0.000,61.012,3.000
655,109,0.000,0.000,17.266,3.000
655,451,0.000,0.000,73.656,1.000
655,650,0.000,0.000,175.680,1.000
655,653,0.000,0.000,62.268,3.000
655,663,0.000,0.000,58.674,3.000
656,110,0.000,0.000,17.266,3.000
656,579,0.000,0.000,209.520,1.000
656,657,0.000,0.000,59.830,3.000
656,658,0.000,0.000,61.012,3.000
656,660,0.000,0.000,46.360,3.000
657,111,0.000,0.000,25.899,2.000
657,525,0.000,0.000,134.280,1.000
657,647,0.000,0.000,65.394,2.000
657,656,0.000,0.000,89.745,2.000
657,659,0.000,0.000,63.452,3.000
658,112,0.000,0.000,17.266,3.000
658,510,0.000,0.000,62.970,1.000
658,656,0.000,0.000,183.036,1.000
658,659,0.000,0.000,59.780,3.000
658,661,0.000,0.000,46.376,3.000
659,113,0.000,0.000,25.899,2.000
659,509,0.000,0.000,65.982,1.000
659,654,0.000,0.000,183.036,1.000
659,657,0.000,0.000,63.452,3.000
659,658,0.000,0.000,59.780,3.000
660,114,0.000,0.000,17.266,3.000
660,582,0.000,0.000,244.314,1.000
660,656,0.000,0.000,34.770,4.000
660,661,0.000,0.000,89.688,2.000
660,902,0.000,0.000,69.444,3.000
661,115,0.000,0.000,17.266,3.000
661,512,0.000,0.000,65.982,1.000
661,658,0.000,0.000,139.128,1.000
661,660,0.000,0.000,89.688,2.000
661,902,0.000,0.000,74.908,3.000
662,116,0.000,0.000,12.950,4.000
662,449,0.000,0.000,158.016,1.000
662,654,0.000,0.000,61.012,3.000
662,664,0.000,0.000,59.830,3.000
662,667,0.000,0.000,59.780,3.000
663,117,0.000,0.000,17.266,3.000
663,449,0.000,0.000,40.920,1.000
663,655,0.000,0.000,176.022,1.000
663,665,0.000,0.000,59.792,3.000
663,841,0.000,0.000,61.012,3.000
664,118,0.000,0.000,17.266,3.000
664,448,0.000,0.000,165.144,1.000
664,662,0.000,0.000,59.830,3.000
664,669,0.000,0.000,58.572,3.000
664,849,0.000,0.000,89.160,3.000
665,119,0.000,0.000,12.950,4.000
665,448,0.000,0.000,39.420,1.000
665,663,0.000,0.000,179.376,1.000
665,843,0.000,0.000,58.560,3.000
665,849,0.000,0.000,91.532,3.000
666,120,0.000,0.000,10.360,5.000
666,510,0.000,0.000,133.224,1.000
666,521,0.000,0.000,23.790,2.000
666,667,0.000,0.000,179.340,1.000
666,668,0.000,0.000,58.572,3.000
667,121,0.000,0.000,17.266,3.000
667,509,0.000,0.000,129.708,1.000
667,662,0.000,0.000,89.670,2.000
667,666,0.000,0.000,59.780,3.000
667,669,0.000,0.000,58.572,3.000
668,122,0.000,0.000,17.266,3.000
668,519,0.000,0.000,21.342,1.000
668,666,0.000,0.000,271.700,0.647
668,669,0.000,0.000,59.780,3.000
668,850,0.000,0.000,59.780,3.000
669,123,0.000,0.000,17.266,3.000
669,664,0.000,0.000,175.716,1.000
669,667,0.000,0.000,58.572,3.000
669,668,0.000,0.000,59.780,3.000
669,851,0.000,0.000,58.610,3.000
670,124,0.000,0.000,17.266,3.000
670,512,0.000,0.000,205.284,1.000
670,519,0.000,0.000,64.210,3.000
670,521,0.000,0.000,54.560,3.000
670,854,0.000,0.000,118.346,3.000
670,902,0.000,0.000,69.296,6.000
670,905,0.000,0.000,40.480,7.000
671,125,0.000,0.000,10.360,5.000
671,602,0.000,0.000,172.176,1.000
671,672,0.000,0.000,57.456,3.000
671,673,0.000,0.000,59.830,3.000
671,676,0.000,0.000,59.792,3.000
672,126,0.000,0.000,17.266,3.000
672,603,0.000,0.000,183.036,1.000
672,671,0.000,0.000,57.456,3.000
672,674,0.000,0.000,59.792,3.000
672,722,0.000,0.000,57.392,3.000
673,127,0.000,0.000,17.266,3.000
673,671,0.000,0.000,179.490,1.000
673,674,0.000,0.000,61.110,3.000
673,678,0.000,0.000,57.354,3.000
673,683,0.000,0.000,62.268,3.000
674,128,0.000,0.000,17.266,3.000
674,672,0.000,0.000,179.376,1.000
674,673,0.000,0.000,61.110,3.000
674,684,0.000,0.000,58.560,3.000
674,724,0.000,0.000,58.560,3.000
675,129,0.000,0.000,17.266,3.000
675,404,0.000,0.000,92.592,1.000
675,606,0.000,0.000,93.402,2.000
675,676,0.000,0.000,54.954,3.000
675,677,0.000,0.000,56.174,3.000
